Employee_ID,Employee_Name,Department,Role,Base_Salary,Overtime_Hours,Overtime_Pay,Bonuses,Deductions,Net_Pay
1253,Employee_190,Sales,Sales Executive,107110.25,5.8,448.01,11229.39,14680.9,104106.75
1254,Employee_22,Sales,Sales Executive,75421.28,9.13,496.58,8713.06,10893.47,73737.45
1255,Employee_337,Sales,Account Manager,101678.67,10.35,758.92,3911.76,9179.5,97169.85
1256,Employee_137,HR,HR Manager,86105.93,0.82,50.92,2412.53,8320.38,80249.0
1257,Employee_367,HR,Recruiter,74387.34,3.72,199.56,8018.07,4593.14,78011.83
1258,Employee_203,Sales,Account Manager,96305.12,17.24,1197.33,11651.72,12182.34,96971.83
1259,Employee_273,Marketing,SEO Specialist,69302.94,9.88,493.78,4883.01,4725.46,69954.27
1260,Employee_157,Engineering,DevOps Engineer,119119.41,4.92,422.64,18554.05,16904.28,121191.82
1261,Employee_277,Customer Support,Customer Success Manager,88147.67,4.27,271.44,12829.72,7336.88,93911.95
1262,Employee_471,Marketing,Marketing Manager,103332.13,11.36,846.53,7301.68,6958.8,104521.54
1263,Employee_34,Finance,Financial Analyst,71525.86,0.19,9.8,13230.1,10608.63,74157.13
1264,Employee_252,Marketing,Marketing Manager,85853.56,4.45,275.52,2072.59,5465.81,82735.86
1265,Employee_309,Product,Product Manager,111718.14,8.88,715.43,20032.49,9926.6,122539.46
1266,Employee_326,Finance,Financial Analyst,83183.57,6.13,367.73,4908.63,11633.08,76826.85
1267,Employee_75,HR,HR Manager,95775.01,17.88,1234.95,10584.56,11403.6,96190.92
1268,Employee_32,Sales,Account Manager,97660.88,6.63,466.94,2685.42,6257.28,94555.96
1269,Employee_196,Marketing,Marketing Manager,88603.71,4.57,292.01,12134.33,6189.58,94840.47
1270,Employee_292,Customer Support,Support Specialist,62299.2,2.63,118.16,2167.94,6667.81,57917.49
1271,Employee_70,Customer Support,Support Specialist,63171.57,4.88,222.32,11145.23,3732.71,70806.41
1272,Employee_416,Product,UI/UX Designer,93593.77,0.24,16.2,8949.48,10432.86,92126.59
1273,Employee_374,Customer Support,Customer Success Manager,74841.78,6.35,342.72,8617.79,7803.21,75999.08
1274,Employee_207,Sales,Account Manager,86610.04,2.27,141.78,10824.86,8219.03,89357.65
1275,Employee_147,Finance,Accountant,67467.77,12.05,586.29,9930.22,6670.1,71314.18
1276,Employee_348,HR,Recruiter,69688.21,14.85,746.3,5555.75,6647.63,69342.63
1277,Employee_75,HR,HR Manager,95775.01,18.33,1266.03,197.94,9749.4,87489.58
1278,Employee_309,Product,Product Manager,111718.14,18.02,1451.8,5048.71,11299.75,106918.9
1279,Employee_124,Finance,Accountant,70677.48,4.86,247.71,8574.3,8602.32,70897.17
1280,Employee_124,Finance,Accountant,70677.48,1.88,95.82,9740.51,7635.63,72878.18
1281,Employee_261,Engineering,DevOps Engineer,107284.06,5.51,426.3,17230.18,6776.9,118163.64
1282,Employee_251,Engineering,DevOps Engineer,130086.17,14.33,1344.33,13027.66,19306.45,125151.71
1283,Employee_387,Marketing,SEO Specialist,68055.14,12.39,608.08,2123.67,6650.0,64136.89
1284,Employee_30,Engineering,Software Engineer,116960.69,15.82,1334.36,9513.12,16266.08,111542.09
1285,Employee_467,Customer Support,Support Specialist,65511.45,11.75,555.12,12849.02,8959.57,69956.02
1286,Employee_425,Customer Support,Customer Success Manager,77596.42,15.65,875.76,11600.71,6360.21,83712.68
1287,Employee_498,Engineering,DevOps Engineer,97282.13,10.83,759.78,6229.17,10461.92,93809.16
1288,Employee_203,Sales,Account Manager,96305.12,1.93,134.04,5438.1,5831.31,96045.95
1289,Employee_20,Marketing,Marketing Manager,100733.96,16.99,1234.23,965.66,11626.42,91307.43
1290,Employee_136,Customer Support,Support Specialist,52510.59,8.62,326.42,7760.84,6743.48,53854.37
1291,Employee_394,Marketing,Marketing Manager,100815.91,11.27,819.37,18683.99,7941.43,112377.84
1292,Employee_151,Marketing,SEO Specialist,70649.29,7.64,389.25,12947.94,7113.73,76872.75
1293,Employee_442,Engineering,Data Scientist,155572.52,7.7,863.88,11079.92,7974.39,159541.93
1294,Employee_238,Marketing,SEO Specialist,71757.68,6.3,326.01,8245.19,7254.65,73074.23
1295,Employee_341,Product,UI/UX Designer,103161.6,15.29,1137.51,4552.48,8852.98,99998.61
1296,Employee_341,Product,UI/UX Designer,103161.6,16.59,1234.22,8278.1,8282.01,104391.91
1297,Employee_362,Customer Support,Customer Success Manager,67335.11,4.32,209.77,9337.03,8606.63,68275.28
1298,Employee_164,Engineering,Software Engineer,99362.66,2.62,187.74,19019.83,10940.8,107629.43
1299,Employee_275,Sales,Sales Executive,88385.37,5.61,357.58,11660.89,4722.4,95681.44
1300,Employee_337,Sales,Account Manager,101678.67,15.17,1112.35,9633.3,15037.83,97386.49
1301,Employee_30,Engineering,Software Engineer,116960.69,14.88,1255.08,13173.99,17187.65,114202.11
1302,Employee_175,Engineering,Data Scientist,152038.11,10.86,1190.72,26442.47,12397.04,167274.26
1303,Employee_22,Sales,Sales Executive,75421.28,5.14,279.57,14540.25,9968.5,80272.6
1304,Employee_163,Product,Product Manager,120104.64,15.03,1301.81,20.7,12380.47,109046.68
1305,Employee_169,Engineering,Software Engineer,129605.63,1.31,122.44,13920.7,15931.05,127717.72
1306,Employee_131,HR,HR Manager,70126.21,0.53,26.8,534.13,4085.56,66601.58
1307,Employee_362,Customer Support,Customer Success Manager,67335.11,1.98,96.15,7189.8,5024.99,69596.07
1308,Employee_306,Finance,Accountant,78102.53,13.26,746.86,14180.61,4976.92,88053.08
1309,Employee_498,Engineering,DevOps Engineer,97282.13,13.21,926.75,10607.48,11782.62,97033.74
1310,Employee_7,HR,HR Manager,76408.76,17.33,954.93,3931.33,6124.81,75170.21
1311,Employee_398,Product,UI/UX Designer,80175.88,8.68,501.87,10944.94,5512.53,86110.16
1312,Employee_198,Sales,Sales Executive,75782.74,14.62,799.0,13435.26,6772.74,83244.26
1313,Employee_118,Engineering,Software Engineer,118106.64,7.86,669.46,14804.54,14842.24,118738.4
1314,Employee_111,HR,Recruiter,76144.76,5.95,326.73,7269.77,6152.27,77588.99
1315,Employee_120,Engineering,Software Engineer,128400.74,15.75,1458.4,116.0,17099.46,112875.68
1316,Employee_426,Marketing,Marketing Manager,82738.51,3.23,192.73,9589.12,10609.58,81910.78
1317,Employee_365,Marketing,SEO Specialist,67548.02,19.19,934.79,8364.02,8552.12,68294.71
1318,Employee_464,Sales,Account Manager,77963.26,13.46,756.77,13254.58,4460.75,87513.86
1319,Employee_368,Product,Product Manager,131026.37,2.81,265.52,25809.16,16912.82,140188.23
1320,Employee_143,Product,UI/UX Designer,112938.48,15.75,1282.77,20856.11,5822.91,129254.45
1321,Employee_248,Engineering,Data Scientist,145613.28,19.42,2039.29,10250.19,10696.58,147206.18
1322,Employee_171,Marketing,SEO Specialist,66355.47,16.47,788.13,666.14,8546.9,59262.84
1323,Employee_440,Product,Product Manager,139445.26,11.57,1163.5,6479.34,8940.34,138147.76
1324,Employee_433,Engineering,DevOps Engineer,106958.96,10.13,781.37,11943.17,11962.39,107721.11
1325,Employee_150,HR,HR Manager,90583.36,9.07,592.49,14008.31,11991.56,93192.6
1326,Employee_176,Product,UI/UX Designer,114770.41,3.15,260.72,14279.31,6806.27,122504.17
1327,Employee_57,Sales,Sales Executive,111384.62,13.44,1079.57,18088.7,11281.86,119271.03
1328,Employee_259,Customer Support,Customer Success Manager,89825.95,5.01,324.54,17539.73,9185.82,98504.4
1329,Employee_292,Customer Support,Support Specialist,62299.2,7.17,322.13,3802.56,6186.24,60237.65
1330,Employee_204,Sales,Sales Executive,104541.17,17.64,1329.88,3198.23,13932.32,95136.96
1331,Employee_232,Marketing,Marketing Manager,76549.94,15.56,858.98,14084.91,6098.41,85395.42
1332,Employee_248,Engineering,Data Scientist,145613.28,13.64,1432.33,13087.73,13759.19,146374.15
1333,Employee_59,Finance,Accountant,66884.47,17.82,859.53,11312.59,4276.4,74780.19
1334,Employee_261,Engineering,DevOps Engineer,107284.06,9.13,706.37,6946.4,6049.79,108887.04
1335,Employee_89,Customer Support,Customer Success Manager,74171.99,19.65,1051.07,13144.94,6301.07,82066.93
1336,Employee_52,Sales,Sales Executive,71454.59,16.25,837.36,7121.18,6115.74,73297.39
1337,Employee_209,Product,UI/UX Designer,110534.91,13.28,1058.58,15719.47,12044.62,115268.34
1338,Employee_302,Sales,Sales Executive,81256.53,9.82,575.44,15546.07,8746.02,88632.02
1339,Employee_28,Marketing,SEO Specialist,68955.96,10.7,532.09,7076.6,9689.88,66874.77
1340,Employee_274,Finance,Financial Analyst,73212.96,7.12,375.92,627.15,8689.14,65526.89
1341,Employee_160,Marketing,Marketing Manager,91951.98,10.0,663.12,2188.53,13085.84,81717.79
1342,Employee_226,Engineering,DevOps Engineer,114540.56,3.0,247.8,21346.28,8183.27,127951.37
1343,Employee_377,Product,UI/UX Designer,109223.29,2.3,181.16,2473.6,7956.91,103921.14
1344,Employee_328,Engineering,DevOps Engineer,105929.64,15.64,1194.76,1523.65,9367.7,99280.35
1345,Employee_454,Customer Support,Support Specialist,60689.17,17.54,767.66,11084.2,8952.65,63588.38
1346,Employee_85,Finance,Financial Analyst,81611.97,17.75,1044.67,8367.54,7744.03,83280.15
1347,Employee_135,Engineering,Data Scientist,108879.21,3.45,270.89,20249.73,10470.17,118929.66
1348,Employee_91,Customer Support,Customer Success Manager,79653.82,14.71,844.98,9476.26,7665.9,82309.16
1349,Employee_222,Marketing,SEO Specialist,87534.39,10.89,687.44,9952.6,6293.39,91881.04
1350,Employee_361,Product,UI/UX Designer,110841.6,2.32,185.45,10139.62,6859.41,114307.26
1351,Employee_498,Engineering,DevOps Engineer,97282.13,13.36,937.28,10129.27,8660.97,99687.71
1352,Employee_290,HR,HR Manager,83853.89,12.34,746.22,12864.21,11147.38,86316.94
1353,Employee_363,Engineering,DevOps Engineer,107611.44,3.02,234.37,4033.54,8745.44,103133.91
1354,Employee_85,Finance,Financial Analyst,81611.97,11.04,649.76,4887.64,7568.09,79581.28
1355,Employee_135,Engineering,Data Scientist,108879.21,15.52,1218.61,17402.53,11327.84,116172.51
1356,Employee_326,Finance,Financial Analyst,83183.57,12.72,763.05,6072.11,11641.96,78376.77
1357,Employee_399,Sales,Sales Executive,89522.7,18.26,1178.86,2147.72,12722.88,80126.4
1358,Employee_488,Customer Support,Support Specialist,58815.11,5.96,252.79,4930.07,4847.54,59150.43
1359,Employee_424,Engineering,Data Scientist,103085.29,6.66,495.11,16227.57,14042.19,105765.78
1360,Employee_222,Marketing,SEO Specialist,87534.39,3.85,243.03,10265.45,12617.33,85425.54
1361,Employee_257,Marketing,SEO Specialist,85680.73,17.38,1073.89,12302.34,4767.5,94289.46
1362,Employee_298,Product,UI/UX Designer,82578.83,15.4,917.1,15059.4,7159.07,91396.26
1363,Employee_105,Sales,Account Manager,76655.51,3.47,191.82,10033.95,4618.94,82262.34
1364,Employee_73,Customer Support,Support Specialist,68474.48,0.83,40.99,10552.89,7098.02,71970.34
1365,Employee_297,Finance,Financial Analyst,92844.93,1.18,79.01,10454.12,9295.01,94083.05
1366,Employee_265,HR,Recruiter,79732.32,2.36,135.7,522.49,6100.49,74290.02
1367,Employee_365,Marketing,SEO Specialist,67548.02,2.05,99.86,6088.1,9600.89,64135.09
1368,Employee_13,Engineering,DevOps Engineer,127605.42,19.04,1752.12,8597.64,17935.62,120019.56
1369,Employee_178,Product,Product Manager,137275.37,5.94,588.04,13394.5,7603.16,143654.75
1370,Employee_146,Finance,Financial Analyst,87008.47,7.95,498.83,10038.16,5592.9,91952.56
1371,Employee_258,Engineering,Data Scientist,148161.78,16.59,1772.6,5022.71,10672.53,144284.56
1372,Employee_117,Finance,Financial Analyst,83711.44,13.56,818.6,16458.04,6269.17,94718.91
1373,Employee_195,Finance,Financial Analyst,74309.51,9.42,504.8,9691.65,5794.75,78711.21
1374,Employee_87,Sales,Account Manager,80684.32,0.78,45.38,7451.85,7936.31,80245.24
1375,Employee_145,Marketing,SEO Specialist,86015.97,12.71,788.41,16949.92,5691.19,98063.11
1376,Employee_240,Customer Support,Support Specialist,54892.73,1.58,62.55,5625.91,2781.29,57799.9
1377,Employee_252,Marketing,Marketing Manager,85853.56,12.87,796.83,1533.39,6471.16,81712.62
1378,Employee_144,Sales,Sales Executive,91813.2,5.98,395.94,7354.3,10816.26,88747.18
1379,Employee_460,HR,Recruiter,79689.64,4.33,248.84,13482.74,8088.33,85332.89
1380,Employee_274,Finance,Financial Analyst,73212.96,9.02,476.24,5625.85,9473.6,69841.45
1381,Employee_187,Product,UI/UX Designer,96225.14,17.98,1247.69,14096.83,11261.82,100307.84
1382,Employee_490,Engineering,Data Scientist,153047.74,7.61,839.92,27728.4,14699.16,166916.9
1383,Employee_449,Finance,Financial Analyst,84092.57,9.2,557.92,15722.61,7457.23,92915.87
1384,Employee_436,Sales,Account Manager,88877.79,10.74,688.38,3873.74,8971.89,84468.02
1385,Employee_109,Engineering,Data Scientist,137639.01,16.19,1607.0,20573.22,15149.05,144670.18
1386,Employee_92,HR,Recruiter,70659.98,13.32,678.74,12366.73,4526.78,79178.67
1387,Employee_321,Sales,Sales Executive,87841.57,2.4,152.03,4975.55,6178.26,86790.89
1388,Employee_366,Engineering,Software Engineer,91515.56,9.9,653.37,1605.14,7565.13,86208.94
1389,Employee_287,HR,Recruiter,78996.5,10.34,589.06,3908.46,7546.68,75947.34
1390,Employee_332,Finance,Financial Analyst,92894.33,4.99,334.29,17337.29,11302.18,99263.73
1391,Employee_391,Customer Support,Support Specialist,67578.87,8.19,399.14,7618.66,7385.95,68210.72
1392,Employee_53,Customer Support,Support Specialist,51882.42,4.15,155.27,2716.47,6456.41,48297.75
1393,Employee_474,Finance,Financial Analyst,93360.52,19.42,1307.5,5379.02,5897.51,94149.53
1394,Employee_62,Engineering,Software Engineer,107991.42,13.07,1017.87,2115.93,9007.16,102118.06
1395,Employee_170,Product,Product Manager,119576.64,3.94,339.76,7287.18,11695.94,115507.64
1396,Employee_28,Marketing,SEO Specialist,68955.96,7.31,363.51,12438.78,9007.65,72750.6
1397,Employee_130,Product,Product Manager,120880.4,11.31,985.93,23554.04,11242.54,134177.83
1398,Employee_324,HR,HR Manager,75665.59,15.53,847.42,10469.12,6971.56,80010.57
1399,Employee_426,Marketing,Marketing Manager,82738.51,19.22,1146.8,2631.65,8413.33,78103.63
1400,Employee_226,Engineering,DevOps Engineer,114540.56,6.63,547.65,3267.25,9304.0,109051.46
1401,Employee_43,Customer Support,Customer Success Manager,85479.14,12.52,771.78,16743.09,8073.38,94920.63
1402,Employee_354,Engineering,Software Engineer,128237.39,9.49,877.62,2018.36,15670.16,115463.21
1403,Employee_293,Customer Support,Support Specialist,59459.26,9.66,414.21,120.72,8908.48,51085.71
1404,Employee_227,Finance,Financial Analyst,76049.85,3.71,203.47,5059.98,9454.77,71858.53
1405,Employee_332,Finance,Financial Analyst,92894.33,3.3,221.07,18522.98,4679.29,106959.09
1406,Employee_427,Finance,Financial Analyst,90322.13,14.08,917.12,2871.8,10977.2,83133.85
1407,Employee_291,Customer Support,Customer Success Manager,81411.1,10.41,611.17,9428.94,4446.91,87004.3
1408,Employee_455,Customer Support,Customer Success Manager,72003.34,6.81,353.61,14248.94,7889.56,78716.33
1409,Employee_423,Customer Support,Support Specialist,59597.55,15.49,665.74,7958.31,5987.95,62233.65
1410,Employee_194,Finance,Financial Analyst,80900.03,12.12,707.1,6438.56,7144.07,80901.62
1411,Employee_298,Product,UI/UX Designer,82578.83,13.95,830.75,16478.26,12380.77,87507.07
1412,Employee_116,Product,UI/UX Designer,113572.05,15.53,1271.95,12638.27,6787.75,120694.52
1413,Employee_308,Finance,Accountant,77591.66,16.96,949.01,14486.56,8159.3,84867.93
1414,Employee_492,Finance,Accountant,60103.6,3.43,148.67,7732.25,3930.77,64053.75
1415,Employee_111,HR,Recruiter,76144.76,3.25,178.46,13735.59,5026.84,85031.97
1416,Employee_377,Product,UI/UX Designer,109223.29,14.3,1126.37,5619.59,12587.84,103381.41
1417,Employee_247,Finance,Accountant,84445.3,17.63,1073.63,6953.23,5115.22,87356.94
1418,Employee_94,Sales,Sales Executive,94959.67,10.61,726.58,9010.22,9372.48,95323.99
1419,Employee_210,Product,Product Manager,127959.35,1.21,111.66,19927.38,14317.98,133680.41
1420,Employee_380,Engineering,Data Scientist,154624.44,13.6,1516.51,2221.58,17670.61,140691.92
1421,Employee_75,HR,HR Manager,95775.01,13.31,919.3,10305.98,7040.45,99959.84
1422,Employee_369,Engineering,Software Engineer,90475.9,19.97,1302.98,16504.52,8785.09,99498.31
1423,Employee_194,Finance,Financial Analyst,80900.03,11.59,676.18,3897.36,6705.23,78768.34
1424,Employee_208,Engineering,Data Scientist,122722.27,13.24,1171.76,17242.95,16213.92,124923.06
1425,Employee_492,Finance,Accountant,60103.6,7.54,326.81,3682.82,8589.82,55523.41
1426,Employee_100,Finance,Accountant,61247.51,18.46,815.36,4055.8,8011.39,58107.28
1427,Employee_154,HR,HR Manager,96645.9,15.74,1097.02,313.98,7989.17,90067.73
1428,Employee_352,Engineering,Software Engineer,112684.15,5.86,476.2,4967.55,6406.62,111721.28
1429,Employee_341,Product,UI/UX Designer,103161.6,8.41,625.67,6357.01,15329.21,94815.07
1430,Employee_383,Product,UI/UX Designer,118502.28,6.18,528.13,18411.76,9296.73,128145.44
1431,Employee_253,Sales,Account Manager,103007.38,4.86,361.02,10733.86,10648.47,103453.79
1432,Employee_393,Finance,Financial Analyst,94363.94,2.57,174.89,13622.69,14020.42,94141.1
1433,Employee_467,Customer Support,Support Specialist,65511.45,9.53,450.23,129.54,7030.73,59060.49
1434,Employee_333,Sales,Account Manager,106225.15,13.43,1028.8,17512.06,15380.77,109385.24
1435,Employee_174,Finance,Accountant,66142.72,13.68,652.52,8566.79,4784.78,70577.25
1436,Employee_341,Product,UI/UX Designer,103161.6,5.16,383.88,19790.85,12783.54,110552.79
1437,Employee_494,Engineering,Software Engineer,94346.89,11.9,809.66,1029.73,7345.09,88841.19
1438,Employee_497,Product,UI/UX Designer,88729.23,13.25,847.83,16373.03,9963.0,95987.09
1439,Employee_210,Product,Product Manager,127959.35,8.73,805.59,8393.96,12011.79,125147.11
1440,Employee_68,Finance,Financial Analyst,82135.3,12.75,755.21,5388.0,6629.04,81649.47
1441,Employee_160,Marketing,Marketing Manager,91951.98,19.79,1312.31,3303.89,7400.36,89167.82
1442,Employee_382,Product,Product Manager,135705.15,2.8,274.02,5625.94,20167.34,121437.77
1443,Employee_228,Product,Product Manager,135957.32,12.42,1217.73,12916.17,9359.23,140731.99
1444,Employee_379,HR,Recruiter,75285.44,15.64,849.13,8663.91,6118.3,78680.18
1445,Employee_262,HR,Recruiter,75192.06,11.39,617.62,1355.13,10832.7,66332.11
1446,Employee_48,Customer Support,Support Specialist,55796.53,10.05,404.39,6605.93,4956.64,57850.21
1447,Employee_475,Finance,Accountant,63402.58,19.08,872.4,6951.22,9019.61,62206.59
1448,Employee_392,Sales,Sales Executive,102457.38,5.72,422.64,14043.91,10005.73,106918.2
1449,Employee_39,Engineering,Data Scientist,103730.54,14.73,1101.89,11226.45,7830.73,108228.15
1450,Employee_321,Sales,Sales Executive,87841.57,19.26,1220.07,10296.29,12220.74,87137.19
1451,Employee_222,Marketing,SEO Specialist,87534.39,5.63,355.4,8255.03,7380.19,88764.63
1452,Employee_176,Product,UI/UX Designer,114770.41,0.36,29.8,13395.73,6542.49,121653.45
1453,Employee_199,Product,UI/UX Designer,103909.24,18.01,1349.57,648.62,13764.11,92143.32
1454,Employee_77,Sales,Sales Executive,101209.31,15.08,1100.65,15918.17,13844.89,104383.24
1455,Employee_398,Product,UI/UX Designer,80175.88,10.48,605.94,11718.35,10616.42,81883.75
1456,Employee_245,Product,Product Manager,114967.59,15.6,1293.39,20116.05,12927.5,123449.53
1457,Employee_123,Product,Product Manager,133295.48,12.29,1181.4,15920.99,8441.74,141956.13
1458,Employee_381,Customer Support,Support Specialist,65083.74,5.11,239.84,1921.25,8765.56,58479.27
1459,Employee_443,HR,Recruiter,68940.96,9.65,479.77,12070.06,7447.75,74043.04
1460,Employee_493,Sales,Sales Executive,87407.49,7.35,463.3,2825.72,11124.11,79572.4
1461,Employee_210,Product,Product Manager,127959.35,3.38,311.9,5728.72,9981.92,124018.05
1462,Employee_145,Marketing,SEO Specialist,86015.97,15.93,988.15,7092.73,8262.84,85834.01
1463,Employee_410,Engineering,Data Scientist,119515.16,10.33,890.33,8828.33,15997.02,113236.8
1464,Employee_4,Sales,Sales Executive,71168.05,2.37,121.64,11943.73,8519.79,74713.63
1465,Employee_134,Product,Product Manager,121238.56,16.2,1416.39,23091.71,7058.56,138688.1
1466,Employee_27,Engineering,Software Engineer,103921.89,2.37,177.62,10497.32,7682.25,106914.58
1467,Employee_219,Product,Product Manager,122353.56,2.03,179.12,786.66,17107.92,106211.42
1468,Employee_419,Marketing,Marketing Manager,100758.36,6.01,436.7,4882.0,10421.76,95655.3
1469,Employee_461,Engineering,DevOps Engineer,103233.43,11.13,828.6,16226.33,10907.56,109380.8
1470,Employee_339,Customer Support,Customer Success Manager,79059.43,17.47,996.03,8704.38,4598.06,84161.78
1471,Employee_101,Engineering,Data Scientist,120989.36,14.03,1224.14,17594.5,15399.68,124408.32
1472,Employee_261,Engineering,DevOps Engineer,107284.06,3.66,283.17,12767.77,6551.59,113783.41
1473,Employee_134,Product,Product Manager,121238.56,14.97,1308.85,9359.28,15956.01,115950.68
1474,Employee_448,Product,UI/UX Designer,104154.46,6.32,474.7,4957.22,11797.59,97788.79
1475,Employee_226,Engineering,DevOps Engineer,114540.56,9.39,775.63,21249.68,8165.22,128400.65
1476,Employee_234,HR,Recruiter,64907.31,15.2,711.48,2346.72,3861.9,64103.61
1477,Employee_236,Marketing,Marketing Manager,105530.87,1.2,91.32,10946.74,11015.35,105553.58
1478,Employee_73,Customer Support,Support Specialist,68474.48,6.81,336.28,11680.68,8532.43,71959.01
1479,Employee_397,HR,HR Manager,97773.42,11.3,796.76,18611.69,12377.15,104804.72
1480,Employee_348,HR,Recruiter,69688.21,1.94,97.5,10148.42,5493.94,74440.19
1481,Employee_235,Sales,Account Manager,106550.25,15.48,1189.47,1438.2,14355.62,94822.3
1482,Employee_493,Sales,Sales Executive,87407.49,9.51,599.46,9476.05,7030.23,90452.77
1483,Employee_267,Finance,Accountant,75095.24,5.46,295.69,13667.17,9940.86,79117.24
1484,Employee_8,HR,Recruiter,83567.22,12.26,738.85,7480.37,5567.16,86219.28
1485,Employee_358,Customer Support,Customer Success Manager,83781.65,0.78,47.13,1441.41,7953.29,77316.9
1486,Employee_372,Marketing,SEO Specialist,77627.79,1.69,94.61,5632.6,9730.64,73624.36
1487,Employee_19,Engineering,DevOps Engineer,105789.24,9.26,706.45,7403.42,8602.93,105296.18
1488,Employee_156,Customer Support,Customer Success Manager,70001.96,18.22,919.79,4880.98,6573.05,69229.68
1489,Employee_27,Engineering,Software Engineer,103921.89,19.83,1486.13,2019.58,8372.59,99055.01
1490,Employee_491,Finance,Accountant,75710.03,18.76,1024.27,7002.68,3947.66,79789.32
1491,Employee_307,Sales,Account Manager,94893.08,2.84,194.35,12354.7,10072.22,97369.91
1492,Employee_258,Engineering,Data Scientist,148161.78,13.88,1483.04,27267.6,7566.05,169346.37
1493,Employee_293,Customer Support,Support Specialist,59459.26,16.59,711.37,4819.46,8592.72,56397.37
1494,Employee_376,Customer Support,Support Specialist,58931.35,15.53,660.0,1687.19,5974.94,55303.6
1495,Employee_390,Finance,Accountant,78539.42,16.01,906.79,9625.42,11571.17,77500.46
1496,Employee_449,Finance,Financial Analyst,84092.57,14.35,870.24,11858.65,6790.79,90030.67
1497,Employee_464,Sales,Account Manager,77963.26,3.83,215.34,10428.29,5295.83,83311.06
1498,Employee_74,Sales,Account Manager,101058.12,17.39,1267.36,15569.71,14318.26,103576.93
1499,Employee_288,Sales,Sales Executive,118089.64,7.97,678.73,7050.45,14994.83,110823.99
1500,Employee_144,Sales,Sales Executive,91813.2,8.0,529.69,3943.63,11510.25,84776.27
1501,Employee_442,Engineering,Data Scientist,155572.52,5.14,576.67,15763.79,14488.02,157424.96
1502,Employee_348,HR,Recruiter,69688.21,11.58,581.96,3290.16,7536.64,66023.69
1503,Employee_356,Marketing,Marketing Manager,108512.57,10.57,827.15,2473.6,14149.8,97663.52
1504,Employee_227,Finance,Financial Analyst,76049.85,6.6,361.97,9579.81,4837.2,81154.43
1505,Employee_274,Finance,Financial Analyst,73212.96,19.78,1044.34,8480.33,10823.06,71914.57
1506,Employee_96,Sales,Account Manager,105616.84,12.92,984.06,16427.77,15217.42,107811.25
1507,Employee_366,Engineering,Software Engineer,91515.56,9.05,597.27,6249.03,10494.85,87867.01
1508,Employee_238,Marketing,SEO Specialist,71757.68,17.06,882.83,3238.3,8449.99,67428.82
1509,Employee_127,HR,Recruiter,72791.19,14.1,740.16,3687.97,6546.73,70672.59
1510,Employee_488,Customer Support,Support Specialist,58815.11,6.81,288.84,7922.11,5291.66,61734.4
1511,Employee_351,Finance,Financial Analyst,80067.6,17.97,1037.61,12035.7,9974.34,83166.57
1512,Employee_410,Engineering,Data Scientist,119515.16,11.41,983.41,5524.86,12163.78,113859.65
1513,Employee_36,Sales,Sales Executive,93779.36,1.2,81.16,1207.83,6356.29,88712.06
1514,Employee_235,Sales,Account Manager,106550.25,1.41,108.34,10795.76,7541.86,109912.49
1515,Employee_313,Sales,Account Manager,92016.18,4.92,326.48,10676.17,13518.5,89500.33
1516,Employee_292,Customer Support,Support Specialist,62299.2,11.95,536.88,3514.36,3525.18,62825.26
1517,Employee_64,Engineering,DevOps Engineer,123277.73,16.23,1442.88,17772.58,12222.83,130270.36
1518,Employee_314,HR,Recruiter,70744.29,9.49,484.16,87.96,8830.13,62486.28
1519,Employee_317,Marketing,Marketing Manager,97191.0,7.16,501.84,9864.46,7343.91,100213.39
1520,Employee_97,Finance,Financial Analyst,94069.24,17.45,1183.78,12642.3,13357.43,94537.89
1521,Employee_133,Customer Support,Customer Success Manager,86270.51,17.15,1066.98,9810.42,9589.78,87558.13
1522,Employee_202,Engineering,Data Scientist,114994.97,7.91,655.97,3312.48,15239.04,103724.38
1523,Employee_424,Engineering,Data Scientist,103085.29,12.05,895.8,8474.73,9952.44,102503.38
1524,Employee_201,Sales,Sales Executive,72501.2,13.38,699.57,5495.44,5225.11,73471.1
1525,Employee_343,Product,UI/UX Designer,99650.03,13.87,996.74,10709.39,9281.39,102074.77
1526,Employee_95,Marketing,Marketing Manager,93792.09,7.97,539.08,10431.5,8968.97,95793.7
1527,Employee_248,Engineering,Data Scientist,145613.28,16.79,1763.11,28684.36,7442.9,168617.85
1528,Employee_190,Sales,Sales Executive,107110.25,1.68,129.77,7191.77,8741.25,105690.54
1529,Employee_251,Engineering,DevOps Engineer,130086.17,13.51,1267.4,226.17,16035.44,115544.3
1530,Employee_271,Marketing,Marketing Manager,96974.79,10.24,716.12,15319.23,6475.33,106534.81
1531,Employee_156,Customer Support,Customer Success Manager,70001.96,2.73,137.82,1671.28,5314.29,66496.77
1532,Employee_6,Sales,Account Manager,102192.95,11.85,873.31,18268.23,12230.1,109104.39
1533,Employee_22,Sales,Sales Executive,75421.28,16.68,907.23,12828.74,9789.71,79367.54
1534,Employee_382,Product,Product Manager,135705.15,16.01,1566.81,3440.44,15953.18,124759.22
1535,Employee_327,Product,Product Manager,124860.61,14.61,1315.54,10022.86,10134.22,126064.79
1536,Employee_369,Engineering,Software Engineer,90475.9,14.0,913.46,7181.81,7536.99,91034.18
1537,Employee_59,Finance,Accountant,66884.47,10.46,504.53,2646.43,3571.27,66464.16
